mutant_id,class,method,line,mutator,F2P_transition,P2F_transition,P2P_transition,F2F_transition,exception_type_transition,exception_msg_transition,stacktrace_transition,status,num_tests_run
73,org.apache.commons.lang3.math.NumberUtils,createInteger,680,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001010000101000000000000000000000000000000000000000000000000000000000000000,10111110101111010111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000001010000101000000000000000000000000000000000000000000000000000000000000000,01000001010000101000000000000000000000000000000000000000000000000000000000000000,01000001010000101000000000000000000000000000000000000000000000000000000000000000,KILLED,173
74,org.apache.commons.lang3.math.NumberUtils,createInteger,680,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_1,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
75,org.apache.commons.lang3.math.NumberUtils,createInteger,684,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_1,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
76,org.apache.commons.lang3.math.NumberUtils,createInteger,680,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_2,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
77,org.apache.commons.lang3.math.NumberUtils,createInteger,684,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_2,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
78,org.apache.commons.lang3.math.NumberUtils,createInteger,680,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
79,org.apache.commons.lang3.math.NumberUtils,createInteger,684,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_3,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
80,org.apache.commons.lang3.math.NumberUtils,createInteger,680,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
81,org.apache.commons.lang3.math.NumberUtils,createInteger,684,org.pitest.mutationtest.engine.gregor.mutators.experimental.UnaryOperatorInsertionMutator_UOI_4,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,10111111111111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000,SURVIVED,173
82,org.apache.commons.lang3.math.NumberUtils,createInteger,684,org.pitest.mutationtest.engine.gregor.mutators.returns.EmptyObjectReturnValsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000001010000100000000000000000000000000000000000000000000000000000000000000000,10111110101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000001010000100000000000000000000000000000000000000000000000000000000000000000,01000001010000100000000000000000000000000000000000000000000000000000000000000000,01000001010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
83,org.apache.commons.lang3.math.NumberUtils,createNumber,466,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
84,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
85,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
86,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
87,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000001111000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
88,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000001111000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
89,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
90,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
91,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,00000000001111000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
92,org.apache.commons.lang3.math.NumberUtils,createNumber,458,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101100000000000000000000000000000000000000000000000001000000000000,10111111100000010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,01000000011111101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
93,org.apache.commons.lang3.math.NumberUtils,createNumber,459,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
94,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
95,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
96,org.apache.commons.lang3.math.NumberUtils,createNumber,462,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
97,org.apache.commons.lang3.math.NumberUtils,createNumber,467,org.pitest.mutationtest.engine.gregor.mutators.MathMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
98,org.apache.commons.lang3.math.NumberUtils,createNumber,451,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101000000000000000000000000000000000000000000000000001000000000000,10111111100000010111111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101000000000000000000000000000000000000000000000000001000000000000,01000000011111101000000000000000000000000000000000000000000000000000000000000000,01000000011111101000000000000000000000000000000000000000000000000001000000000000,KILLED,173
99,org.apache.commons.lang3.math.NumberUtils,createNumber,454,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
100,org.apache.commons.lang3.math.NumberUtils,createNumber,461,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
101,org.apache.commons.lang3.math.NumberUtils,createNumber,466,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
102,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
103,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
104,org.apache.commons.lang3.math.NumberUtils,createNumber,454,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,10111111111111110111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,KILLED,173
105,org.apache.commons.lang3.math.NumberUtils,createNumber,461,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
106,org.apache.commons.lang3.math.NumberUtils,createNumber,462,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
107,org.apache.commons.lang3.math.NumberUtils,createNumber,467,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
108,org.apache.commons.lang3.math.NumberUtils,createNumber,474,org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101000000000000000000000000000000000000000000000000000000000000000,10111111101111010111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000010000101000000000000000000000000000000000000000000000000000000000000000,01000000000000101000000000000000000000000000000000000000000000000000000000000000,01000000010000101000000000000000000000000000000000000000000000000000000000000000,KILLED,173
109,org.apache.commons.lang3.math.NumberUtils,createNumber,451,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000,10111111101111111111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000000000000000000000000000000000000000000000000000,KILLED,173
110,org.apache.commons.lang3.math.NumberUtils,createNumber,454,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,10111111111111110111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,00000000000000001000000000000000000000000000000000000000000000000000000000000000,KILLED,173
111,org.apache.commons.lang3.math.NumberUtils,createNumber,461,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
112,org.apache.commons.lang3.math.NumberUtils,createNumber,451,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000011111101000000000000000000000000000000000000000000000000001000000000000,10111111100000010111111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000011111101000000000000000000000000000000000000000000000000001000000000000,01000000011111101000000000000000000000000000000000000000000000000000000000000000,01000000011111101000000000000000000000000000000000000000000000000001000000000000,KILLED,173
113,org.apache.commons.lang3.math.NumberUtils,createNumber,454,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,01000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
114,org.apache.commons.lang3.math.NumberUtils,createNumber,461,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
115,org.apache.commons.lang3.math.NumberUtils,createNumber,466,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
116,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
117,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
118,org.apache.commons.lang3.math.NumberUtils,createNumber,466,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,10111111101111010011111111111111111111111111111111111111111111111110111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,00000000010000101100000000000000000000000000000000000000000000000001000000000000,KILLED,173
119,org.apache.commons.lang3.math.NumberUtils,createNumber,468,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
120,org.apache.commons.lang3.math.NumberUtils,createNumber,471,org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
121,org.apache.commons.lang3.math.NumberUtils,createNumber,462,org.pitest.mutationtest.engine.gregor.mutators.experimental.ArithmeticOperatorDeletionMutator_AOD_1,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,10111111101111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,01000000010000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
122,org.apache.commons.lang3.math.NumberUtils,createNumber,467,org.pitest.mutationtest.engine.gregor.mutators.experimental.ArithmeticOperatorDeletionMutator_AOD_1,00000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000100000000000000000000000000000000000000000000000000000000000000000,10111111111111011111111111111111111111111111111111111111111111111111111111111111,01000000000000000000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,01000000000000100000000000000000000000000000000000000000000000000000000000000000,KILLED,173
